# # TCV-phi cohesive bounce primordial spectrum
# # columns: k  P_R(k)
# # model: cohesive_mix
# # n_s_ms: 0.978470
# # A_s_target: 2.1e-09
1.000000000000000021e-03 8.962335051225321422e-10
1.081180751076607754e-03 1.021559522084774181e-09
1.168951816498577621e-03 1.159489480691107804e-09
1.263848202934298413e-03 1.309561150365078778e-09
1.366448349295325878e-03 1.470576550935152745e-09
1.477377652598511242e-03 1.640382584081308306e-09
1.597312280060254105e-03 1.815644947642850280e-09
1.726983290659434315e-03 1.991648153255998447e-09
1.867181091291920730e-03 2.162175246985924463e-09
2.018760254679038794e-03 2.319546081288719508e-09
2.182644728397487369e-03 2.454918510045326828e-09
2.359833466782193610e-03 2.558973030057760325e-09
2.551406520031287550e-03 2.623090510940995168e-09
2.758531617629184172e-03 2.641067666439437472e-09
2.982471286216890893e-03 2.611262365624131787e-09
3.224590545296394679e-03 2.538794128820055468e-09
3.486365227678084235e-03 2.437055250821343607e-09
3.769390975388363461e-03 2.327416371799582267e-09
4.075392965871778121e-03 2.235890770353473029e-09
4.406236427773572648e-03 2.186078317467121602e-09
4.763938010401340926e-03 2.189393954576080239e-09
5.150678076168121837e-03 2.236413147988278041e-09
5.568813990945267398e-03 2.295916714997743881e-09
6.020894493336131220e-03 2.327808429259152522e-09
6.509675230458170266e-03 2.308643335035837672e-09
7.038135554931554752e-03 2.254097117531143281e-09
7.609496685459875807e-03 2.212516637102068316e-09
8.227241341700473193e-03 2.219510247781864313e-09
8.895134973108237073e-03 2.252215164689489399e-09
9.617248711152964757e-03 2.252617536144192932e-09
1.039798418481490024e-02 2.215299308902352440e-09
1.124210035062086881e-02 2.202126242639056801e-09
1.215474250076286483e-02 2.222264372201666894e-09
1.314147362611756131e-02 2.210375026224456061e-09
1.420830832533922367e-02 2.188068184479902697e-09
1.536174946671828127e-02 2.200374007487832419e-09
1.660882782627715742e-02 2.184893047458725000e-09
1.795714494371640144e-02 2.179180123330043065e-09
1.941491945743880482e-02 2.177040991354267364e-09
2.099103720108554463e-02 2.166195618681708770e-09
2.269510536694668498e-02 2.162919624632070991e-09
2.453751106639818005e-02 2.157304776726983399e-09
2.652948464431895831e-02 2.146873613421581943e-09
2.868316813342010330e-02 2.145476231079569833e-09
3.101168926574778689e-02 2.138930497435460855e-09
3.352924149249556646e-02 2.130229043035673292e-09
3.625117049988533374e-02 2.123360029194202757e-09
3.919406774847219305e-02 2.117406924988778761e-09
4.237587160604063680e-02 2.111452130465813486e-09
4.581597669054490729e-02 2.105656360849601202e-09
4.953535208959169989e-02 2.100626136974302135e-09
5.355666917706899260e-02 2.095397278437923494e-09
5.790443980602485996e-02 2.088359774939265860e-09
6.260516572014820924e-02 2.083854998588725171e-09
6.768750009458535111e-02 2.077594513122590361e-09
7.318242219076173671e-02 2.072898695922338048e-09
7.912342618981323128e-02 2.068406248061831803e-09
8.554672535565679969e-02 2.063949278071247446e-09
9.249147277217335816e-02 2.059747530372367765e-09
1.000000000000000056e-01 2.056635776285394770e-09
